station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
IND,2020-04-04 04:15,M,M,M,100.00,5.00,M,30.01,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040415Z AUTO 10005KT 10SM OVC079 14/06 A3001 RMK T01400060 MADISHF
IND,2020-04-04 04:20,M,M,M,90.00,5.00,M,30.01,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040420Z AUTO 09005KT 10SM OVC079 15/06 A3001 RMK T01500060 MADISHF
IND,2020-04-04 04:25,M,M,M,90.00,5.00,M,30.01,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040425Z AUTO 09005KT 10SM OVC079 15/06 A3001 RMK T01500060 MADISHF
IND,2020-04-04 04:30,M,M,M,100.00,4.00,M,30.01,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040430Z AUTO 10004KT 10SM OVC079 15/06 A3001 RMK T01500060 MADISHF
IND,2020-04-04 04:35,M,M,M,100.00,4.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040435Z AUTO 10004KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 04:40,M,M,M,100.00,4.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040440Z AUTO 10004KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 04:45,M,M,M,90.00,4.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040445Z AUTO 09004KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 04:50,M,M,M,90.00,5.00,M,30.00,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040450Z AUTO 09005KT 10SM BKN079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 04:54,57.90,42.10,55.55,100.00,4.00,0.00,30.00,1015.80,10.00,M,BKN,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040454Z 10004KT 10SM BKN080 14/06 A3000 RMK AO2 SLP158 T01440056 402060083
IND,2020-04-04 04:55,M,M,M,100.00,5.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040455Z AUTO 10005KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 05:00,M,M,M,110.00,2.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040500Z AUTO 11002KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 05:05,M,M,M,110.00,4.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040505Z AUTO 11004KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 05:10,M,M,M,110.00,4.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040510Z AUTO 11004KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 05:15,M,M,M,110.00,5.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040515Z AUTO 11005KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 05:20,M,M,M,110.00,5.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040520Z AUTO 11005KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 05:25,M,M,M,110.00,4.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040525Z AUTO 11004KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 05:30,M,M,M,110.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040530Z AUTO 11004KT 10SM OVC079 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 05:35,M,M,M,110.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040535Z AUTO 11004KT 10SM OVC079 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 05:40,M,M,M,120.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040540Z AUTO 12004KT 10SM OVC079 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 05:45,M,M,M,120.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040545Z AUTO 12004KT 10SM OVC079 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 05:50,M,M,M,120.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040550Z AUTO 12004KT 10SM OVC079 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 05:54,57.00,42.10,57.38,120.00,4.00,0.00,30.00,1015.50,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040554Z 12004KT 10SM OVC080 14/06 A3000 RMK AO2 SLP155 T01390056 10172 20139 58006
IND,2020-04-04 05:55,M,M,M,120.00,4.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040555Z AUTO 12004KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 06:00,M,M,M,120.00,4.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040600Z AUTO 12004KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 06:05,M,M,M,120.00,4.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040605Z AUTO 12004KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 06:10,M,M,M,120.00,2.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040610Z AUTO 12002KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 06:15,M,M,M,120.00,2.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040615Z AUTO 12002KT 10SM OVC079 14/06 A3000 RMK T01400060 MADISHF
IND,2020-04-04 06:20,M,M,M,120.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040620Z AUTO 12002KT 10SM OVC079 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 06:25,M,M,M,120.00,5.00,M,29.99,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040625Z AUTO 12005KT 10SM OVC079 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 06:30,M,M,M,120.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040630Z AUTO 12004KT 10SM OVC079 13/05 A2998 RMK T01300050 MADISHF
IND,2020-04-04 06:35,M,M,M,110.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040635Z AUTO 11004KT 10SM OVC079 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 06:40,M,M,M,110.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040640Z AUTO 11004KT 10SM OVC085 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 06:45,M,M,M,120.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040645Z AUTO 12002KT 10SM OVC085 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 06:50,M,M,M,120.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040650Z AUTO 12002KT 10SM OVC085 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 06:54,57.00,42.10,57.38,0.00,0.00,0.00,29.99,1015.40,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040654Z 00000KT 10SM OVC085 14/06 A2999 RMK AO2 SLP154 T01390056
IND,2020-04-04 06:55,M,M,M,0.00,0.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040655Z AUTO 00000KT 10SM OVC085 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 07:00,M,M,M,120.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040700Z AUTO 12002KT 10SM OVC085 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 07:05,M,M,M,120.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040705Z AUTO 12002KT 10SM OVC085 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 07:10,M,M,M,120.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040710Z AUTO 12004KT 10SM OVC085 14/06 A2998 RMK T01400060 MADISHF
IND,2020-04-04 07:15,M,M,M,110.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040715Z AUTO 11004KT 10SM OVC085 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 07:20,M,M,M,110.00,4.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040720Z AUTO 11004KT 10SM OVC085 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 07:25,M,M,M,120.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040725Z AUTO 12002KT 10SM OVC085 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 07:30,M,M,M,130.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040730Z AUTO 13002KT 10SM OVC085 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 07:35,M,M,M,130.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040735Z AUTO 13002KT 10SM OVC085 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 07:40,M,M,M,0.00,0.00,M,29.99,M,10.00,M,FEW,OVC,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040740Z AUTO 00000KT 10SM FEW070 OVC085 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 07:45,M,M,M,0.00,0.00,M,29.99,M,10.00,M,FEW,OVC,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040745Z AUTO 00000KT 10SM FEW070 OVC085 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 07:50,M,M,M,0.00,0.00,M,29.99,M,10.00,M,SCT,OVC,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040750Z AUTO 00000KT 10SM SCT070 OVC085 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 07:54,57.00,41.00,54.99,0.00,0.00,0.00,29.99,1015.40,10.00,M,BKN,OVC,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040754Z 00000KT 10SM BKN070 OVC085 14/05 A2999 RMK AO2 SLP154 T01390050
IND,2020-04-04 07:55,M,M,M,0.00,0.00,M,29.99,M,10.00,M,BKN,OVC,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040755Z AUTO 00000KT 10SM BKN070 OVC085 14/05 A2998 RMK T01400050 MADISHF
IND,2020-04-04 08:00,M,M,M,0.00,0.00,M,29.99,M,10.00,M,BKN,OVC,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040800Z AUTO 00000KT 10SM BKN070 OVC085 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 08:05,M,M,M,0.00,0.00,M,29.99,M,10.00,M,BKN,OVC,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040805Z AUTO 00000KT 10SM BKN070 OVC085 13/05 A2998 RMK T01300050 MADISHF
IND,2020-04-04 08:10,M,M,M,160.00,2.00,M,29.99,M,10.00,M,BKN,OVC,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040810Z AUTO 16002KT 10SM BKN070 OVC085 13/05 A2998 RMK T01300050 MADISHF
IND,2020-04-04 08:15,M,M,M,150.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040815Z AUTO 15002KT 10SM OVC070 13/05 A2998 RMK T01300050 MADISHF
IND,2020-04-04 08:20,M,M,M,150.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040820Z AUTO 15002KT 10SM OVC070 13/05 A2998 RMK T01300050 MADISHF
IND,2020-04-04 08:25,M,M,M,150.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040825Z AUTO 15002KT 10SM OVC070 13/06 A2998 RMK T01300060 MADISHF
IND,2020-04-04 08:30,M,M,M,150.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040830Z AUTO 15002KT 10SM OVC075 13/05 A2998 RMK T01300050 MADISHF
IND,2020-04-04 08:35,M,M,M,150.00,2.00,M,29.99,M,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040835Z AUTO 15002KT 10SM OVC075 13/05 A2998 RMK T01300050 MADISHF
IND,2020-04-04 08:40,M,M,M,150.00,2.00,M,29.99,M,10.00,M,BKN,OVC,M,M,7500.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040840Z AUTO 15002KT 10SM BKN075 OVC085 13/05 A2998 RMK T01300050 MADISHF
IND,2020-04-04 08:45,M,M,M,150.00,2.00,M,29.99,M,10.00,M,BKN,OVC,M,M,7500.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040845Z AUTO 15002KT 10SM BKN075 OVC085 13/05 A2998 RMK T01300050 MADISHF
IND,2020-04-04 08:50,M,M,M,160.00,2.00,M,29.99,M,10.00,M,SCT,OVC,M,M,7500.00,8500.00,M,M,M,M,M,M,M,M,M,M,KIND 040850Z AUTO 16002KT 10SM SCT075 OVC085 13/05 A2998 RMK T01300050 MADISHF
IND,2020-04-04 08:54,55.00,42.10,61.69,0.00,0.00,0.00,30.00,1015.50,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040854Z 00000KT 10SM OVC080 13/06 A3000 RMK AO2 SLP155 T01280056 55000
IND,2020-04-04 08:55,M,M,M,0.00,0.00,M,30.00,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040855Z AUTO 00000KT 10SM OVC079 13/06 A3000 RMK T01300060 MADISHF
IND,2020-04-04 09:00,M,M,M,0.00,0.00,M,30.00,M,10.00,M,BKN,BKN,M,M,8500.00,12000.00,M,M,M,M,M,M,M,M,M,M,KIND 040900Z AUTO 00000KT 10SM BKN085 BKN120 13/06 A3000 RMK T01300060 MADISHF
IND,2020-04-04 09:05,M,M,M,200.00,2.00,M,30.00,M,10.00,M,BKN,BKN,M,M,8500.00,12000.00,M,M,M,M,M,M,M,M,M,M,KIND 040905Z AUTO 20002KT 10SM BKN085 BKN120 13/05 A3000 RMK T01300050 MADISHF
IND,2020-04-04 09:10,M,M,M,200.00,2.00,M,30.00,M,10.00,M,FEW,BKN,BKN,M,7500.00,8500.00,12000.00,M,M,M,M,M,M,M,M,M,KIND 040910Z AUTO 20002KT 10SM FEW075 BKN085 BKN120 12/05 A3000 RMK T01200050 MADISHF
IND,2020-04-04 09:15,M,M,M,200.00,2.00,M,30.00,M,10.00,M,FEW,BKN,BKN,M,7500.00,8500.00,12000.00,M,M,M,M,M,M,M,M,M,KIND 040915Z AUTO 20002KT 10SM FEW075 BKN085 BKN120 13/05 A3000 RMK T01300050 MADISHF
IND,2020-04-04 09:20,M,M,M,0.00,0.00,M,30.00,M,10.00,M,FEW,BKN,BKN,M,7500.00,8500.00,12000.00,M,M,M,M,M,M,M,M,M,KIND 040920Z AUTO 00000KT 10SM FEW075 BKN085 BKN120 12/05 A3000 RMK T01200050 MADISHF
IND,2020-04-04 09:25,M,M,M,170.00,2.00,M,30.00,M,10.00,M,FEW,BKN,BKN,M,7500.00,8500.00,12000.00,M,M,M,M,M,M,M,M,M,KIND 040925Z AUTO 17002KT 10SM FEW075 BKN085 BKN120 12/05 A3000 RMK T01200050 MADISHF
IND,2020-04-04 09:30,M,M,M,140.00,2.00,M,30.00,M,10.00,M,FEW,BKN,BKN,M,7500.00,8500.00,11000.00,M,M,M,M,M,M,M,M,M,KIND 040930Z AUTO 14002KT 10SM FEW075 BKN085 BKN110 13/05 A3000 RMK T01300050 MADISHF
IND,2020-04-04 09:35,M,M,M,130.00,2.00,M,30.00,M,10.00,M,FEW,BKN,BKN,M,7500.00,8500.00,11000.00,M,M,M,M,M,M,M,M,M,KIND 040935Z AUTO 13002KT 10SM FEW075 BKN085 BKN110 13/04 A3000 RMK T01300040 MADISHF
IND,2020-04-04 09:40,M,M,M,0.00,0.00,M,30.00,M,10.00,M,SCT,BKN,M,M,8500.00,12000.00,M,M,M,M,M,M,M,M,M,M,KIND 040940Z AUTO 00000KT 10SM SCT085 BKN120 13/05 A3000 RMK T01300050 MADISHF
IND,2020-04-04 09:45,M,M,M,0.00,0.00,M,30.00,M,10.00,M,SCT,BKN,M,M,8500.00,12000.00,M,M,M,M,M,M,M,M,M,M,KIND 040945Z AUTO 00000KT 10SM SCT085 BKN120 13/05 A3000 RMK T01300050 MADISHF
IND,2020-04-04 09:50,M,M,M,0.00,0.00,M,30.00,M,10.00,M,SCT,BKN,M,M,8500.00,12000.00,M,M,M,M,M,M,M,M,M,M,KIND 040950Z AUTO 00000KT 10SM SCT085 BKN120 13/05 A3000 RMK T01300050 MADISHF
IND,2020-04-04 09:54,54.00,41.00,61.32,0.00,0.00,0.00,30.00,1015.60,10.00,M,SCT,BKN,M,M,8500.00,12000.00,M,M,M,M,M,M,M,M,M,M,KIND 040954Z 00000KT 10SM SCT085 BKN120 12/05 A3000 RMK AO2 SLP156 T01220050
IND,2020-04-04 09:55,M,M,M,0.00,0.00,M,30.00,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 040955Z AUTO 00000KT 10SM FEW120 12/05 A3000 RMK T01200050 MADISHF
IND,2020-04-04 10:00,M,M,M,190.00,2.00,M,30.00,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041000Z AUTO 19002KT 10SM FEW120 12/05 A3000 RMK T01200050 MADISHF
IND,2020-04-04 10:05,M,M,M,180.00,2.00,M,30.00,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041005Z AUTO 18002KT 10SM FEW120 12/05 A3000 RMK T01200050 MADISHF
IND,2020-04-04 10:10,M,M,M,0.00,0.00,M,30.00,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041010Z AUTO 00000KT 10SM FEW120 12/06 A3000 RMK T01200060 MADISHF
IND,2020-04-04 10:15,M,M,M,0.00,0.00,M,30.00,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041015Z AUTO 00000KT 10SM FEW120 12/06 A3000 RMK T01200060 MADISHF
IND,2020-04-04 10:20,M,M,M,0.00,0.00,M,30.00,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041020Z AUTO 00000KT 10SM FEW120 13/05 A3000 RMK T01300050 MADISHF
IND,2020-04-04 10:25,M,M,M,0.00,0.00,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 041025Z AUTO 00000KT 10SM CLR 12/05 A3000 RMK T01200050 MADISHF
IND,2020-04-04 10:30,M,M,M,180.00,2.00,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 041030Z AUTO 18002KT 10SM CLR 13/05 A3000 RMK T01300050 MADISHF
IND,2020-04-04 10:35,M,M,M,190.00,2.00,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 041035Z AUTO 19002KT 10SM CLR 12/06 A3000 RMK T01200060 MADISHF
IND,2020-04-04 10:40,M,M,M,190.00,2.00,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 041040Z AUTO 19002KT 10SM CLR 12/06 A3000 RMK T01200060 MADISHF
IND,2020-04-04 10:45,M,M,M,190.00,2.00,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 041045Z AUTO 19002KT 10SM CLR 12/06 A3000 RMK T01200060 MADISHF
IND,2020-04-04 10:50,M,M,M,0.00,0.00,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 041050Z AUTO 00000KT 10SM CLR 12/06 A3001 RMK T01200060 MADISHF
IND,2020-04-04 10:54,53.10,41.00,63.38,0.00,0.00,0.00,30.01,1016.00,10.00,M,SCT,BKN,M,M,9000.00,13000.00,M,M,M,M,M,M,M,M,M,M,KIND 041054Z 00000KT 10SM SCT090 BKN130 12/05 A3001 RMK AO2 SLP160 T01170050
IND,2020-04-04 10:55,M,M,M,0.00,0.00,M,30.01,M,10.00,M,SCT,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041055Z AUTO 00000KT 10SM SCT095 12/05 A3001 RMK T01200050 MADISHF
IND,2020-04-04 11:00,M,M,M,0.00,0.00,M,30.01,M,10.00,M,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041100Z AUTO 00000KT 10SM BKN095 12/05 A3001 RMK T01200050 MADISHF
IND,2020-04-04 11:05,M,M,M,0.00,0.00,M,30.01,M,10.00,M,BKN,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041105Z AUTO 00000KT 10SM BKN090 12/05 A3001 RMK T01200050 MADISHF
IND,2020-04-04 11:10,M,M,M,170.00,2.00,M,30.01,M,10.00,M,BKN,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041110Z AUTO 17002KT 10SM BKN090 12/05 A3001 RMK T01200050 MADISHF
IND,2020-04-04 11:15,M,M,M,0.00,0.00,M,30.01,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041115Z AUTO 00000KT 10SM OVC090 12/06 A3001 RMK T01200060 MADISHF
IND,2020-04-04 11:20,M,M,M,0.00,0.00,M,30.01,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041120Z AUTO 00000KT 10SM OVC090 12/06 A3001 RMK T01200060 MADISHF
IND,2020-04-04 11:25,M,M,M,0.00,0.00,M,30.01,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041125Z AUTO 00000KT 10SM OVC090 12/06 A3001 RMK T01200060 MADISHF
IND,2020-04-04 11:30,M,M,M,130.00,2.00,M,30.01,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041130Z AUTO 13002KT 10SM OVC090 12/06 A3001 RMK T01200060 MADISHF
IND,2020-04-04 11:35,M,M,M,120.00,4.00,M,30.01,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041135Z AUTO 12004KT 10SM OVC090 12/06 A3001 RMK T01200060 MADISHF
IND,2020-04-04 11:40,M,M,M,120.00,4.00,M,30.01,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041140Z AUTO 12004KT 10SM OVC090 12/06 A3001 RMK T01200060 MADISHF
IND,2020-04-04 11:45,M,M,M,130.00,2.00,M,30.02,M,10.00,30.00,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041145Z AUTO 13002G30KT 10SM OVC090 12/06 A3002 RMK T01200060 MADISHF
IND,2020-04-04 11:50,M,M,M,130.00,2.00,M,30.02,M,10.00,30.00,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041150Z AUTO 13002G30KT 10SM OVC090 12/06 A3002 RMK T01200060 MADISHF
IND,2020-04-04 11:54,53.10,43.00,68.46,130.00,3.00,0.00,30.02,1016.40,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041154Z 13003KT 10SM OVC090 12/06 A3002 RMK AO2 SLP164 T01170061 10139 20111 53008
IND,2020-04-04 11:55,M,M,M,120.00,2.00,M,30.02,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041155Z AUTO 12002KT 10SM OVC090 12/06 A3002 RMK T01200060 MADISHF
IND,2020-04-04 12:00,M,M,M,0.00,0.00,M,30.03,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 041200Z AUTO 00000KT 10SM OVC090 12/06 A3003 RMK T01200060 MADISHF
IND,2020-04-04 12:05,M,M,M,0.00,0.00,M,30.03,M,10.00,M,FEW,OVC,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,M,KIND 041205Z AUTO 00000KT 10SM FEW075 OVC090 12/07 A3003 RMK T01200070 MADISHF
IND,2020-04-04 12:10,M,M,M,240.00,2.00,M,30.03,M,10.00,M,SCT,OVC,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,M,KIND 041210Z AUTO 24002KT 10SM SCT075 OVC090 12/07 A3003 RMK T01200070 MADISHF
IND,2020-04-04 12:15,M,M,M,260.00,4.00,M,30.03,M,10.00,M,BKN,OVC,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,M,KIND 041215Z AUTO 26004KT 10SM BKN075 OVC090 12/07 A3003 RMK T01200070 MADISHF
