station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
IND,2020-04-01 20:25,M,M,M,330.00,5.00,M,30.04,M,10.00,M,SCT,BKN,M,M,3000.00,7000.00,M,M,M,M,M,M,M,M,M,M,KIND 012025Z AUTO 33005KT 10SM SCT030 BKN070 12/03 A3004 RMK T01200030 MADISHF
IND,2020-04-01 20:30,M,M,M,350.00,4.00,M,30.04,M,10.00,M,SCT,BKN,M,M,3000.00,7000.00,M,M,M,M,M,M,M,M,M,M,KIND 012030Z AUTO 35004KT 10SM SCT030 BKN070 11/03 A3004 RMK T01100030 MADISHF
IND,2020-04-01 20:35,M,M,M,320.00,5.00,M,30.03,M,10.00,M,SCT,BKN,M,M,3000.00,7000.00,M,M,M,M,M,M,M,M,M,M,KIND 012035Z AUTO 32005KT 10SM SCT030 BKN070 11/02 A3003 RMK T01100020 MADISHF
IND,2020-04-01 20:40,M,M,M,360.00,5.00,M,30.03,M,10.00,M,SCT,BKN,M,M,3000.00,7000.00,M,M,M,M,M,M,M,M,M,M,KIND 012040Z AUTO 36005KT 10SM SCT030 BKN070 11/03 A3003 RMK T01100030 MADISHF
IND,2020-04-01 20:45,M,M,M,330.00,2.00,M,30.03,M,10.00,M,SCT,BKN,M,M,3000.00,7000.00,M,M,M,M,M,M,M,M,M,M,KIND 012045Z AUTO 33002KT 10SM SCT030 BKN070 11/03 A3003 RMK T01100030 MADISHF
IND,2020-04-01 20:50,M,M,M,330.00,4.00,M,30.03,M,10.00,M,FEW,SCT,M,M,3600.00,5000.00,M,M,M,M,M,M,M,M,M,M,KIND 012050Z AUTO 33004KT 10SM FEW036 SCT050 11/03 A3003 RMK T01100030 MADISHF
IND,2020-04-01 20:54,52.00,37.00,56.45,350.00,4.00,0.00,30.03,1017.30,10.00,M,FEW,SCT,BKN,M,3600.00,5000.00,14000.00,M,M,M,M,M,M,M,M,M,KIND 012054Z 35004KT 10SM FEW036 SCT050 BKN140 11/03 A3003 RMK AO2 SLP173 T01110028 56007
IND,2020-04-01 20:55,M,M,M,350.00,4.00,M,30.04,M,10.00,30.00,FEW,SCT,M,M,3600.00,5000.00,M,M,M,M,M,M,M,M,M,M,KIND 012055Z AUTO 35004G30KT 10SM FEW036 SCT050 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 21:00,M,M,M,10.00,4.00,M,30.04,M,10.00,M,FEW,SCT,M,M,3600.00,5000.00,M,M,M,M,M,M,M,M,M,M,KIND 012100Z AUTO 01004KT 10SM FEW036 SCT050 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 21:05,M,M,M,350.00,2.00,M,30.04,M,10.00,M,FEW,SCT,M,M,3600.00,5000.00,M,M,M,M,M,M,M,M,M,M,KIND 012105Z AUTO 35002KT 10SM FEW036 SCT050 11/02 A3004 RMK T01100020 VRB03KT  MADISHF
IND,2020-04-01 21:10,M,M,M,360.00,4.00,M,30.04,M,10.00,M,FEW,SCT,M,M,3600.00,5000.00,M,M,M,M,M,M,M,M,M,M,KIND 012110Z AUTO 36004KT 10SM FEW036 SCT050 11/03 A3004 RMK T01100030 MADISHF
IND,2020-04-01 21:15,M,M,M,360.00,5.00,M,30.04,M,10.00,M,FEW,SCT,M,M,3600.00,5000.00,M,M,M,M,M,M,M,M,M,M,KIND 012115Z AUTO 36005KT 10SM FEW036 SCT050 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 21:20,M,M,M,360.00,4.00,M,30.04,M,10.00,M,FEW,SCT,M,M,3600.00,5000.00,M,M,M,M,M,M,M,M,M,M,KIND 012120Z AUTO 36004KT 10SM FEW036 SCT050 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 21:25,M,M,M,360.00,4.00,M,30.04,M,10.00,M,FEW,SCT,M,M,3600.00,5000.00,M,M,M,M,M,M,M,M,M,M,KIND 012125Z AUTO 36004KT 10SM FEW036 SCT050 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 21:30,M,M,M,20.00,2.00,M,30.04,M,10.00,M,FEW,SCT,M,M,3600.00,5000.00,M,M,M,M,M,M,M,M,M,M,KIND 012130Z AUTO 02002KT 10SM FEW036 SCT050 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 21:35,M,M,M,10.00,4.00,M,30.04,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012135Z AUTO 01004KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 21:40,M,M,M,40.00,4.00,M,30.04,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012140Z AUTO 04004KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 21:45,M,M,M,30.00,2.00,M,30.04,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012145Z AUTO 03002KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 21:50,M,M,M,0.00,0.00,M,30.04,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012150Z AUTO 00000KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 21:54,52.00,36.00,54.26,30.00,4.00,0.00,30.04,1017.60,10.00,M,SCT,BKN,BKN,M,4100.00,5500.00,14000.00,M,M,M,M,M,M,M,M,M,KIND 012154Z 03004KT 10SM SCT041 BKN055 BKN140 11/02 A3004 RMK AO2 SLP176 T01110022
IND,2020-04-01 21:55,M,M,M,40.00,2.00,M,30.04,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012155Z AUTO 04002KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 22:00,M,M,M,20.00,2.00,M,30.04,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012200Z AUTO 02002KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 22:05,M,M,M,330.00,2.00,M,30.04,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012205Z AUTO 33002KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 22:10,M,M,M,360.00,4.00,M,30.04,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012210Z AUTO 36004KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 22:15,M,M,M,350.00,7.00,M,30.05,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012215Z AUTO 35007KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 22:20,M,M,M,20.00,7.00,M,30.05,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012220Z AUTO 02007KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 22:25,M,M,M,20.00,5.00,M,30.05,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012225Z AUTO 02005KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 22:30,M,M,M,30.00,5.00,M,30.05,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012230Z AUTO 03005KT 10SM SCT041 BKN055 11/03 A3004 RMK T01100030 MADISHF
IND,2020-04-01 22:35,M,M,M,10.00,4.00,M,30.05,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012235Z AUTO 01004KT 10SM SCT041 BKN055 11/03 A3004 RMK T01100030 MADISHF
IND,2020-04-01 22:40,M,M,M,10.00,5.00,M,30.05,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012240Z AUTO 01005KT 10SM SCT041 BKN055 11/03 A3004 RMK T01100030 MADISHF
IND,2020-04-01 22:45,M,M,M,10.00,7.00,M,30.05,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012245Z AUTO 01007KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 22:50,M,M,M,360.00,5.00,M,30.05,M,10.00,M,SCT,BKN,M,M,4100.00,5500.00,M,M,M,M,M,M,M,M,M,M,KIND 012250Z AUTO 36005KT 10SM SCT041 BKN055 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 22:54,51.10,36.00,56.10,10.00,5.00,0.00,30.05,1017.80,10.00,M,FEW,BKN,BKN,M,4100.00,6000.00,14000.00,M,M,M,M,M,M,M,M,M,KIND 012254Z 01005KT 10SM FEW041 BKN060 BKN140 11/02 A3005 RMK AO2 SLP178 T01060022
IND,2020-04-01 22:55,M,M,M,10.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012255Z AUTO 01005KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 23:00,M,M,M,20.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012300Z AUTO 02005KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 23:05,M,M,M,10.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012305Z AUTO 01005KT 10SM FEW041 BKN060 11/03 A3004 RMK T01100030 MADISHF
IND,2020-04-01 23:10,M,M,M,10.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012310Z AUTO 01005KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 23:15,M,M,M,360.00,4.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012315Z AUTO 36004KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 23:20,M,M,M,360.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012320Z AUTO 36005KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 23:25,M,M,M,360.00,4.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012325Z AUTO 36004KT 10SM FEW041 BKN060 11/01 A3004 RMK T01100010 MADISHF
IND,2020-04-01 23:30,M,M,M,10.00,2.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012330Z AUTO 01002KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 23:35,M,M,M,10.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012335Z AUTO 01005KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 23:40,M,M,M,10.00,4.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012340Z AUTO 01004KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 23:45,M,M,M,10.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012345Z AUTO 01005KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 23:50,M,M,M,10.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012350Z AUTO 01005KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-01 23:54,51.10,36.00,56.10,360.00,4.00,0.00,30.05,1017.90,10.00,M,FEW,BKN,BKN,M,4100.00,6000.00,25000.00,M,M,M,M,M,M,M,M,M,KIND 012354Z 36004KT 10SM FEW041 BKN060 BKN250 11/02 A3005 RMK AO2 SLP179 T01060022 10128 20094 51006
IND,2020-04-01 23:55,M,M,M,360.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 012355Z AUTO 36005KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-02 00:00,M,M,M,350.00,4.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 020000Z AUTO 35004KT 10SM FEW041 BKN060 11/02 A3004 RMK T01100020 MADISHF
IND,2020-04-02 00:05,M,M,M,350.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 020005Z AUTO 35005KT 10SM FEW041 BKN060 10/02 A3004 RMK T01000020 MADISHF
IND,2020-04-02 00:10,M,M,M,360.00,5.00,M,30.06,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 020010Z AUTO 36005KT 10SM FEW041 BKN060 10/02 A3005 RMK T01000020 MADISHF
IND,2020-04-02 00:15,M,M,M,360.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 020015Z AUTO 36005KT 10SM FEW041 BKN060 10/02 A3004 RMK T01000020 MADISHF
IND,2020-04-02 00:20,M,M,M,360.00,5.00,M,30.05,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 020020Z AUTO 36005KT 10SM FEW041 BKN060 10/02 A3004 RMK T01000020 MADISHF
IND,2020-04-02 00:25,M,M,M,360.00,5.00,M,30.06,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 020025Z AUTO 36005KT 10SM FEW041 BKN060 10/02 A3005 RMK T01000020 MADISHF
IND,2020-04-02 00:30,M,M,M,360.00,4.00,M,30.06,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 020030Z AUTO 36004KT 10SM FEW041 BKN060 10/02 A3005 RMK T01000020 MADISHF
IND,2020-04-02 00:35,M,M,M,350.00,4.00,M,30.06,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 020035Z AUTO 35004KT 10SM FEW041 BKN060 10/02 A3005 RMK T01000020 MADISHF
IND,2020-04-02 00:40,M,M,M,350.00,4.00,M,30.07,M,10.00,M,FEW,BKN,M,M,4100.00,6000.00,M,M,M,M,M,M,M,M,M,M,KIND 020040Z AUTO 35004KT 10SM FEW041 BKN060 10/02 A3006 RMK T01000020 MADISHF
IND,2020-04-02 00:45,M,M,M,340.00,4.00,M,30.06,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020045Z AUTO 34004KT 10SM SCT060 10/02 A3005 RMK T01000020 MADISHF
IND,2020-04-02 00:50,M,M,M,340.00,4.00,M,30.07,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020050Z AUTO 34004KT 10SM SCT060 10/02 A3006 RMK T01000020 MADISHF
IND,2020-04-02 00:54,48.90,35.10,58.75,350.00,4.00,0.00,30.07,1018.40,10.00,M,SCT,SCT,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,47.16,KIND 020054Z 35004KT 10SM SCT060 SCT250 09/02 A3007 RMK AO2 SLP184 T00940017
IND,2020-04-02 00:55,M,M,M,350.00,4.00,M,30.07,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020055Z AUTO 35004KT 10SM SCT060 10/02 A3006 RMK T01000020 MADISHF
IND,2020-04-02 01:00,M,M,M,360.00,2.00,M,30.07,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020100Z AUTO 36002KT 10SM SCT060 09/02 A3006 RMK T00900020 MADISHF
IND,2020-04-02 01:05,M,M,M,350.00,2.00,M,30.07,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020105Z AUTO 35002KT 10SM SCT060 09/02 A3006 RMK T00900020 MADISHF
IND,2020-04-02 01:10,M,M,M,350.00,2.00,M,30.08,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020110Z AUTO 35002KT 10SM SCT060 10/02 A3007 RMK T01000020 MADISHF
IND,2020-04-02 01:15,M,M,M,350.00,2.00,M,30.08,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020115Z AUTO 35002KT 10SM SCT060 09/02 A3007 RMK T00900020 MADISHF
IND,2020-04-02 01:20,M,M,M,350.00,2.00,M,30.08,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020120Z AUTO 35002KT 10SM SCT060 09/02 A3007 RMK T00900020 MADISHF
IND,2020-04-02 01:25,M,M,M,0.00,0.00,M,30.08,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020125Z AUTO 00000KT 10SM SCT060 09/02 A3007 RMK T00900020 MADISHF
IND,2020-04-02 01:30,M,M,M,0.00,0.00,M,30.08,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020130Z AUTO 00000KT 10SM SCT060 08/02 A3007 RMK T00800020 MADISHF
IND,2020-04-02 01:35,M,M,M,0.00,0.00,M,30.08,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020135Z AUTO 00000KT 10SM SCT060 09/02 A3007 RMK T00900020 MADISHF
IND,2020-04-02 01:40,M,M,M,0.00,0.00,M,30.08,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020140Z AUTO 00000KT 10SM SCT060 09/02 A3007 RMK T00900020 MADISHF
IND,2020-04-02 01:45,M,M,M,0.00,0.00,M,30.08,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020145Z AUTO 00000KT 10SM SCT060 09/02 A3007 RMK T00900020 MADISHF
IND,2020-04-02 01:50,M,M,M,0.00,0.00,M,30.08,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020150Z AUTO 00000KT 10SM SCT060 09/02 A3007 RMK T00900020 MADISHF
IND,2020-04-02 01:54,46.90,35.10,63.33,0.00,0.00,0.00,30.08,1019.00,10.00,M,FEW,FEW,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,M,KIND 020154Z 00000KT 10SM FEW060 FEW250 08/02 A3008 RMK AO2 SLP190 T00830017
IND,2020-04-02 01:55,M,M,M,0.00,0.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020155Z AUTO 00000KT 10SM CLR 08/02 A3007 RMK T00800020 MADISHF
IND,2020-04-02 02:00,M,M,M,0.00,0.00,M,30.08,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020200Z AUTO 00000KT 10SM FEW060 08/02 A3007 RMK T00800020 MADISHF
IND,2020-04-02 02:05,M,M,M,0.00,0.00,M,30.09,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020205Z AUTO 00000KT 10SM FEW060 08/02 A3009 RMK T00800020 MADISHF
IND,2020-04-02 02:10,M,M,M,0.00,0.00,M,30.09,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020210Z AUTO 00000KT 10SM FEW060 08/02 A3009 RMK T00800020 MADISHF
IND,2020-04-02 02:15,M,M,M,0.00,0.00,M,30.09,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020215Z AUTO 00000KT 10SM FEW060 08/02 A3009 RMK T00800020 MADISHF
IND,2020-04-02 02:20,M,M,M,0.00,0.00,M,30.09,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020220Z AUTO 00000KT 10SM FEW060 08/02 A3009 RMK T00800020 MADISHF
IND,2020-04-02 02:25,M,M,M,0.00,0.00,M,30.09,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020225Z AUTO 00000KT 10SM FEW060 08/02 A3009 RMK T00800020 MADISHF
IND,2020-04-02 02:30,M,M,M,0.00,0.00,M,30.09,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020230Z AUTO 00000KT 10SM FEW060 07/02 A3009 RMK T00700020 MADISHF
IND,2020-04-02 02:35,M,M,M,0.00,0.00,M,30.09,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020235Z AUTO 00000KT 10SM FEW060 07/02 A3009 RMK T00700020 MADISHF
IND,2020-04-02 02:40,M,M,M,0.00,0.00,M,30.09,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020240Z AUTO 00000KT 10SM FEW060 07/02 A3009 RMK T00700020 MADISHF
IND,2020-04-02 02:45,M,M,M,0.00,0.00,M,30.09,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020245Z AUTO 00000KT 10SM FEW060 07/02 A3009 RMK T00700020 MADISHF
IND,2020-04-02 02:50,M,M,M,320.00,2.00,M,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020250Z AUTO 32002KT 10SM 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 02:54,45.00,36.00,70.53,320.00,3.00,0.00,30.10,1019.50,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,43.55,KIND 020254Z 32003KT 10SM FEW250 07/02 A3010 RMK AO2 SLP195 T00720022 51015
IND,2020-04-02 02:55,M,M,M,320.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020255Z AUTO 32002KT 10SM CLR 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 03:00,M,M,M,330.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020300Z AUTO 33002KT 10SM CLR 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 03:05,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020305Z AUTO 00000KT 10SM CLR 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 03:10,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020310Z AUTO 00000KT 10SM CLR 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 03:15,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020315Z AUTO 00000KT 10SM CLR 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 03:20,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020320Z AUTO 00000KT 10SM CLR 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 03:25,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020325Z AUTO 00000KT 10SM CLR 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 03:30,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020330Z AUTO 00000KT 10SM CLR 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 03:35,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020335Z AUTO 00000KT 10SM CLR 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 03:40,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020340Z AUTO 00000KT 10SM CLR 07/02 A3010 RMK T00700020 MADISHF
IND,2020-04-02 03:45,M,M,M,0.00,0.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020345Z AUTO 00000KT 10SM CLR 07/02 A3011 RMK T00700020 MADISHF
IND,2020-04-02 03:50,M,M,M,0.00,0.00,M,30.11,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KIND 020350Z AUTO 00000KT 10SM FEW060 07/02 A3011 RMK T00700020 MADISHF
IND,2020-04-02 03:54,44.10,35.10,70.43,0.00,0.00,0.00,30.11,1019.80,10.00,M,FEW,FEW,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,M,KIND 020354Z 00000KT 10SM FEW060 FEW250 07/02 A3011 RMK AO2 SLP198 T00670017
IND,2020-04-02 03:55,M,M,M,0.00,0.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020355Z AUTO 00000KT 10SM CLR 07/02 A3011 RMK T00700020 MADISHF
IND,2020-04-02 04:00,M,M,M,0.00,0.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020400Z AUTO 00000KT 10SM CLR 06/02 A3011 RMK T00600020 MADISHF
IND,2020-04-02 04:05,M,M,M,0.00,0.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020405Z AUTO 00000KT 10SM CLR 06/02 A3011 RMK T00600020 MADISHF
IND,2020-04-02 04:10,M,M,M,0.00,0.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020410Z AUTO 00000KT 10SM CLR 06/02 A3011 RMK T00600020 MADISHF
IND,2020-04-02 04:15,M,M,M,330.00,2.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIND 020415Z AUTO 33002KT 10SM CLR 06/02 A3011 RMK T00600020 MADISHF
